stock_id,stock_name,industry_category,market_type
3504,揚明光,光電業,
3447,展達,通信網路業,
3504,揚明光,電子工業,
3444,利機,電子通路業,
3443,創意,半導體業,
3374,精材,半導體業,
3376,新日興,電子工業,
3376,新日興,電子零組件業,
3379,彬台,電機機械,
3380,明泰,通信網路業,
3380,明泰,電子工業,
3388,崇越電,電子零組件業,
3390,旭軟,電子零組件業,
3402,漢科,其他電子類,
3406,玉晶光,光電業,
3406,玉晶光,電子工業,
3413,京鼎,半導體業,
3413,京鼎,電子工業,
2457,飛宏,電子工業,
3416,融程電,電腦及週邊設備業,
3419,譁裕,通信網路業,
3419,譁裕,電子工業,
3430,奇鈦科,化學工業,
3432,台端,電子工業,
3432,台端,電子零組件業,
3434,哲固,光電業,
3437,榮創,光電業,
3437,榮創,電子工業,
3438,類比科,半導體業,
3441,聯一光,光電業,
3443,創意,電子工業,
3508,位速,其他電子類,
3511,矽瑪,電子零組件業,
3512,皇龍,建材營造,
3546,宇峻,文化創意業,
3548,兆利,電子零組件業,
3550,聯穎,電子工業,
3550,聯穎,電子零組件業,
3551,世禾,綠能環保類,
3552,同致,其他電子類,
3555,博士旺,半導體業,
3556,禾瑞亞,半導體業,
3557,嘉威,居家生活,
3558,神準,通信網路業,
3563,牧德,光電業,
3563,牧德,電子工業,
3564,其陽,通信網路業,
3567,逸昌,半導體業,
3570,大塚,資訊服務業,
3576,聯合再生,光電業,
3576,聯合再生,電子工業,
3577,泓格,電腦及週邊設備業,
3580,友威科,其他電子類,
3581,博磊,半導體業,
3583,辛耘,半導體業,
3583,辛耘,電子工業,
3585,聯致,電子零組件業,
3587,閎康,其他電子類,
3588,通嘉,半導體業,
3545,敦泰,電子工業,
3545,敦泰,半導體業,
3543,州巧,電子工業,
3543,州巧,光電業,
3515,華擎,電子工業,
3515,華擎,電腦及週邊設備業,
3516,亞帝歐,光電業,
3518,柏騰,其他電子業,
3518,柏騰,電子工業,
3520,華盈,電子零組件業,
3521,台鋼建設,建材營造,
3522,御嵿,觀光餐旅,
3523,迎輝,光電業,
3526,凡甲,電子零組件業,
3527,聚積,半導體業,
3528,安馳,電子工業,
4123,晟德,生技醫療業,
3528,安馳,電子通路業,
3530,晶相光,半導體業,
3530,晶相光,電子工業,
3531,先益,光電業,
3532,台勝科,半導體業,
3532,台勝科,電子工業,
3533,嘉澤,電子工業,
3533,嘉澤,電子零組件業,
3535,晶彩科,光電業,
3535,晶彩科,電子工業,
3537,堡達,電子零組件業,
3540,曜越,電腦及週邊設備業,
3541,西柏,其他電子類,
3529,力旺,半導體業,
3373,熱映,其他電子類,
4126,太醫,生技醫療業,
4128,中天,生技醫療業,
4707,磐亞,化學工業,
4711,永純,化學工業,
4714,永捷,化學工業,
4716,大立,化學工業,
4720,德淵,化學工業,
4720,德淵,化學生技醫療,
4721,美琪瑪,化學工業,
4722,國精化,化學工業,
4722,國精化,化學生技醫療,
4724,宣捷幹細胞,生技醫療業,
4726,永昕,生技醫療業,
4728,雙美,生技醫療業,
4729,熒茂,光電業,
4732,彥臣,生技醫療業,
4735,豪展,生技醫療業,
4736,泰博,化學生技醫療,
4736,泰博,生技醫療業,
4737,華廣,化學生技醫療,
4737,華廣,生技醫療業,
4738,大同精化,化學工業,
4739,康普,化學工業,
4739,康普,化學生技醫療,
4741,泓瀚,化學工業,
4743,合一,生技醫療業,
4744,皇將,生技醫療業,
4706,大恭,化學工業,
4745,合富-KY,生技醫療業,
4702,中美實,居家生活類,
4590,富田-創,電機機械,
4564,元翎,電機機械,
4565,宏偉,電機機械,
4566,時碩工業,電機機械,
4568,科際精密,電機機械,
4569,六方科-KY,汽車工業,
4570,傑生,電機機械,
4571,鈞興-KY,電機機械,
4572,駐龍,電機機械,
4573,高明鐵,電機機械,
4575,銓寶,電機機械,
4576,大銀微系統,電機機械,
4577,達航科技,其他電子類,
4580,捷流閥業,電機機械,
4581,光隆精密-KY,汽車工業,
4582,聚恆-創,創新板股票,
4582,聚恆-創,綠能環保,
4583,台灣精銳,電機機械,
4584,君帆,電機機械,
4585,達明,其他電子業,
4585,達明,電子工業,
4587,寶元數控,電機機械,
4588,玖鼎電力,其他電子業,
4588,玖鼎電力,電子工業,
4589,碩陽電機,電機機械,
4590,富田-創,創新板股票,
4609,唐鋒,居家生活類,
4563,百德,電機機械,
4746,台耀,化學生技醫療,
4747,強生,生技醫療業,
4909,新復興,通信網路業,
4911,德英,生技醫療業,
4912,聯德控股-KY,電子工業,
4912,聯德控股-KY,電子零組件業,
4915,致伸,電子工業,
4915,致伸,電子零組件業,
4916,事欣科,電子工業,
4916,事欣科,電腦及週邊設備業,
4919,新唐,半導體業,
4919,新唐,電子工業,
4923,力士,半導體業,
4924,欣厚-KY,綠能環保類,
4925,智微,半導體業,
4927,泰鼎-KY,電子工業,
4927,泰鼎-KY,電子零組件業,
4930,燦星網,電器電纜,
4931,新盛力,電腦及週邊設備業,
4933,友輝,光電業,
4934,太極,光電業,
4934,太極,電子工業,
4935,茂林-KY,光電業,
4935,茂林-KY,電子工業,
4938,和碩,電子工業,
4938,和碩,電腦及週邊設備業,
4939,亞電,電子零組件業,
4908,前鼎,通信網路業,
4746,台耀,生技醫療業,
4907,富宇,建材營造,
4906,正文,通信網路業,
4749,新應材,半導體業,
4754,國碳科,化學工業,
4755,三福化,化學工業,
4755,三福化,化學生技醫療,
4760,勤凱,其他電子類,
4763,材料*-KY,化學工業,
4763,材料*-KY,化學生技醫療,
4764,雙鍵,化學工業,
4764,雙鍵,化學生技醫療,
4765,磐采,化學工業,
4766,南寶,化學工業,
4766,南寶,化學生技醫療,
4767,誠泰科技,化學工業,
4768,晶呈科技,化學工業,
4770,上品,化學工業,
4770,上品,化學生技醫療,
4771,望隼,化學生技醫療,
4771,望隼,生技醫療業,
4772,台特化,化學工業,
4806,桂田文創,文化創意業,
4807,日成-KY,貿易百貨,
4903,聯光通,通信網路業,
4904,遠傳,通信網路業,
4904,遠傳,電子工業,
4905,台聯電,生技醫療業,
4906,正文,電子工業,
4562,穎漢,電機機械,
4561,健椿,電機機械,
4560,強信-KY,電機機械,
4169,泰宗,化學生技醫療,
4169,泰宗,生技醫療業,
4170,鑫品生醫,生技醫療業,
4171,瑞基,農業科技業,
4172,因華,生技醫療業,
4173,久裕,生技醫療業,
4174,浩鼎,生技醫療業,
4175,杏一,生技醫療業,
4178,永笙-KY,化學生技醫療,
4178,永笙-KY,生技醫療業,
4183,福永生技,生技醫療業,
4186,尖端醫,生技醫療業,
4188,安克,生技醫療業,
4190,佐登-KY,化學生技醫療,
4190,佐登-KY,生技醫療業,
4192,杏國,生技醫療業,
4194,禾生技,生技醫療業,
4195,基米-創,創新板股票,
4195,基米-創,化學生技醫療,
4195,基米-創,生技醫療業,
4197,暐世,生技醫療業,
4198,欣大健康,生技醫療業,
4205,中華食,食品工業,
4207,環泰,食品工業,
4303,信立,塑膠工業,
4168,醣聯,生技醫療業,
4304,勝昱,塑膠工業,
4167,松瑞藥,生技醫療業,
4164,承業醫,生技醫療業,
4129,聯合,生技醫療業,
4130,健亞,生技醫療業,
4131,浩泰,生技醫療業,
4133,亞諾法,化學生技醫療,
4133,亞諾法,生技醫療業,
4137,麗豐-KY,化學生技醫療,
4137,麗豐-KY,生技醫療業,
4138,曜亞,生技醫療業,
4139,馬光-KY,生技醫療業,
4142,國光生,化學生技醫療,
4142,國光生,生技醫療業,
4147,中裕,生技醫療業,
4148,全宇生技-KY,化學生技醫療,
4148,全宇生技-KY,生技醫療業,
4150,優你康,生技醫療業,
4153,鈺緯,生技醫療業,
4154,樂威科-KY,其他,
4155,訊映,化學生技醫療,
4155,訊映,生技醫療業,
4157,太景*-KY,生技醫療業,
4160,訊聯基因,生技醫療業,
4161,聿新科,生技醫療業,
4162,智擎,生技醫療業,
4163,鐿鈦,生技醫療業,
4164,承業醫,化學生技醫療,
4166,友霖,生技醫療業,
4305,世坤,塑膠工業,
4306,炎洲,塑膠工業,
4401,東隆興,紡織纖維,
4533,協易機,電機機械,
4534,慶騰,電機機械,
4535,至興,電機機械,
4536,拓凱,運動休閒,
4537,旭東,光電業,
4538,大詠城,電機機械,
4540,全球傳動,電機機械,
4541,晟田,其他,
4542,科嶠,電子零組件業,
4543,萬在,電機機械,
4544,春日,電機機械,
4545,銘鈺,電子工業,
4545,銘鈺,電子零組件業,
4546,長亨,電機機械,
4549,桓達,電機機械,
4550,長佳,電機機械,
4551,智伸科,汽車工業,
4552,力達-KY,電機機械,
4553,盛復,電機機械,
4554,橙的,其他電子類,
4555,氣立,電機機械,
4556,旭然,其他,
4557,永新-KY,汽車工業,
4558,寶緯,電機機械,
4559,久裕興,運動休閒,
4532,瑞智,電機機械,
4530,宏易,觀光餐旅,
4529,淳紳,其他,
4528,江興鍛,電機機械,
4402,郡都開發,紡織纖維,
4406,新昕纖,紡織纖維,
4413,飛寶企業,紡織纖維,
4414,如興,紡織纖維,
4416,三圓,建材營造,
4417,金洲,紡織纖維,
4419,皇家美食,觀光餐旅,
4420,光明,紡織纖維,
4426,利勤,紡織纖維,
4430,耀億,其他,
4431,敏成健康,其他,
4432,銘旺實,紡織纖維,
4127,天良,生技醫療業,
4433,興采,紡織纖維,
4439,冠星-KY,紡織纖維,
4440,宜新實業,紡織纖維,
4441,振大環球,紡織纖維,
4442,竣邦-KY,紡織纖維,
4502,健信,電機機械,
4503,金雨,電機機械,
4506,崇友,電機機械,
4510,高鋒,電機機械,
4513,福裕,電機機械,
4523,永彰,電機機械,
4526,東台,電機機械,
4527,方土霖,電機機械,
4438,廣越,紡織纖維,
3372,典範,半導體業,
3416,融程電,電子工業,
3362,先進光,光電業,
2752,豆府,觀光餐旅,
2753,八方雲集,觀光餐旅,
2754,亞洲藏壽司,觀光餐旅,
2755,揚秦,觀光餐旅,
2756,聯發國際,觀光餐旅,
2758,路易莎咖啡,觀光餐旅,
2760,巨宇翔,觀光餐旅,
2761,橘焱胡同,觀光餐旅,
2762,世界健身-KY,運動休閒,
2801,彰銀,金融保險,
2812,台中銀,金融保險,
2816,旺旺保,金融保險,
2820,華票,金融保險,
2832,台產,金融保險,
2834,臺企銀,金融保險,
2836,高雄銀,金融保險,
2836A,高雄銀甲特,金融保險,
2838,聯邦銀,金融保險,
2838A,聯邦銀甲特,金融保險,
2845,遠東銀,金融保險,
2849,安泰銀,金融保險,
2850,新產,金融保險,
2851,中再保,金融保險,
2852,第一保,金融保險,
2855,統一證,金融保險,
2751,王座,觀光餐旅,
2867,三商壽,金融保險,
2748,雲品,觀光餐旅,
2743,山富,觀光餐旅,
2645,長榮航太,航運業,
2646,星宇航空,航運業,
2701,萬企,觀光餐旅,
2702,華園,觀光餐旅,
2704,國賓,觀光餐旅,
2705,六福,觀光餐旅,
2706,第一店,觀光餐旅,
2707,晶華,觀光餐旅,
2712,遠雄來,觀光餐旅,
2718,全心投控,建材營造,
2719,燦星旅,觀光餐旅,
2722,夏都,觀光餐旅,
2723,美食-KY,觀光餐旅,
2724,藝舍-KY,其他,
2726,雅茗-KY,觀光餐旅,
2727,王品,觀光餐旅,
2729,瓦城,觀光餐旅,
2731,雄獅,觀光餐旅,
2732,六角,觀光餐旅,
2733,維格餅家,觀光餐旅,
2734,易飛網,觀光餐旅,
2736,富野,觀光餐旅,
2739,寒舍,觀光餐旅,
2740,華軒,觀光餐旅,
2741,老四川,觀光餐旅,
2745,五福,觀光餐旅,
2644,中信造船,航運業,
2880,華南金,金融保險,
2881A,富邦特,金融保險,
2906,高林,貿易百貨,
2908,特力,貿易百貨,
2910,統領,貿易百貨,
2911,麗嬰房,貿易百貨,
2912,統一超,貿易百貨,
2913,農林,貿易百貨,
2915,潤泰全,貿易百貨,
2916,滿心,居家生活類,
2923,鼎固-KY,建材營造,
2924,宏太-KY,居家生活類,
2926,誠品生活,文化創意業,
3363,上詮,通信網路業,
2937,集雅社,居家生活類,
2938,床的世界,居家生活,
2939,永邑-KY,貿易百貨,
2940,歐都納,運動休閒,
2941,米斯特,居家生活類,
2942,京站,居家生活,
2945,三商家購,貿易百貨,
2947,振宇五金,居家生活類,
2948,寶陞,居家生活類,
2949,欣新網,數位雲端類,
3002,歐格,電子工業,
3002,歐格,電腦及週邊設備業,
3003,健和興,電子工業,
2905,三商,貿易百貨,
2881,富邦金,金融保險,
2904,匯僑,其他,
2901,欣欣,貿易百貨,
2881B,富邦金乙特,金融保險,
2881C,富邦金丙特,金融保險,
2882,國泰金,金融保險,
2882A,國泰特,金融保險,
2882B,國泰金乙特,金融保險,
2883,凱基金,金融保險,
2883B,凱基金乙特,金融保險,
2884,玉山金,金融保險,
2885,元大金,金融保險,
2886,兆豐金,金融保險,
2887,台新新光金,金融保險,
2887E,台新新光戊特一,金融保險,
2887F,台新新光戊特二,金融保險,
2887G,台新新光庚特一,金融保險,
2887H,台新新光庚特二,金融保險,
2887I,台新新光辛特,金融保險,
2887Z1,台新新光己特,金融保險,
2889,國票金,金融保險,
2890,永豐金,金融保險,
2891,中信金,金融保險,
2891B,中信金乙特,金融保險,
2891C,中信金丙特,金融保險,
2892,第一金,金融保險,
2897,王道銀行,金融保險,
2897B,王道銀乙特,金融保險,
2903,遠百,貿易百貨,
2643,捷迅,航運業,
2642,宅配通,航運業,
2641,正德,航運業,
2477,美隆電,電子工業,
2478,大毅,電子工業,
2478,大毅,電子零組件業,
2480,敦陽科,資訊服務業,
2480,敦陽科,電子工業,
2481,強茂,半導體業,
2481,強茂,電子工業,
2482,連宇,其他電子業,
2482,連宇,電子工業,
2483,百容,電子工業,
2483,百容,電子零組件業,
2484,希華,電子工業,
2484,希華,電子零組件業,
2485,兆赫,通信網路業,
2485,兆赫,電子工業,
2486,一詮,光電業,
2486,一詮,電子工業,
2488,漢平,其他電子業,
2488,漢平,電子工業,
2489,瑞軒,光電業,
2489,瑞軒,電子工業,
2491,吉祥全,光電業,
2491,吉祥全,電子工業,
2492,華新科,電子工業,
2492,華新科,電子零組件業,
2477,美隆電,其他電子業,
2493,揚博,電子工業,
2476,鉅祥,電子零組件業,
2474,可成,電子工業,
2458,義隆,半導體業,
2458,義隆,電子工業,
2459,敦吉,其他電子業,
2459,敦吉,電子工業,
2460,建通,電子工業,
2460,建通,電子零組件業,
2461,光群雷,其他電子業,
2461,光群雷,電子工業,
2462,良得電,電子工業,
2462,良得電,電子零組件業,
2464,盟立,其他電子業,
2464,盟立,電子工業,
2465,麗臺,電子工業,
2465,麗臺,電腦及週邊設備業,
2466,冠西電,光電業,
2466,冠西電,電子工業,
2467,志聖,電子工業,
2467,志聖,電子零組件業,
2468,華經,資訊服務業,
2468,華經,電子工業,
2471,資通,資訊服務業,
2471,資通,電子工業,
2472,立隆電,電子工業,
2472,立隆電,電子零組件業,
2474,可成,其他電子業,
2476,鉅祥,電子工業,
2493,揚博,電子零組件業,
2495,普安,電子工業,
2495,普安,電腦及週邊設備業,
2548,華固,建材營造,
2596,綠意,建材營造,
2597,潤弘,建材營造,
2601,益航,航運業,
2603,長榮,航運業,
2605,新興,航運業,
2606,裕民,航運業,
2607,榮運,航運業,
2608,嘉里大榮,航運業,
2609,陽明,航運業,
2610,華航,航運業,
2611,志信,航運業,
2612,中航,航運業,
2613,中櫃,航運業,
2614,東森,其他,
2615,萬海,航運業,
2616,山隆,油電燃氣業,
2617,台航,航運業,
2618,長榮航,航運業,
2630,亞航,航運業,
2633,台灣高鐵,航運業,
2634,漢翔,航運業,
2636,台驊控股,航運業,
2637,慧洋-KY,航運業,
2640,大車隊,數位雲端類,
2547,日勝生,建材營造,
2546,根基,建材營造,
2545,皇翔,建材營造,
2543,皇昌,建材營造,
2496,卓越,其他,
2497,怡利電,汽車工業,
2498,宏達電,通信網路業,
2498,宏達電,電子工業,
2501,國建,建材營造,
2504,國產,建材營造,
2505,國揚,建材營造,
2506,太設,建材營造,
2509,全坤建,建材營造,
2511,太子,建材營造,
2514,龍邦,其他,
2515,中工,建材營造,
3003,健和興,電子零組件業,
2516,新建,建材營造,
2524,京城,建材營造,
2527,宏璟,建材營造,
2528,皇普,建材營造,
2530,華建,建材營造,
2534,宏盛,建材營造,
2535,達欣工,建材營造,
2536,宏普,建材營造,
2537,聯上發,建材營造,
2538,基泰,建材營造,
2539,櫻花建,建材營造,
2540,愛山林,建材營造,
2542,興富發,建材營造,
2520,冠德,建材營造,
3004,豐達科,鋼鐵工業,
2929,淘帝-KY,貿易百貨,
3005,神基,電腦及週邊設備業,
3169,亞信,半導體業,
3171,炎洲流通,居家生活類,
3176,基亞,生技醫療業,
3178,公準,半導體業,
3184,微邦,生技醫療業,
3188,鑫龍騰,建材營造,
3189,景碩,半導體業,
3189,景碩,電子工業,
3191,雲嘉南,電子零組件業,
3205,佰研,生技醫療業,
3206,志豐,電子零組件業,
3207,耀勝,電子零組件業,
3209,全科,電子工業,
3209,全科,電子通路業,
3211,順達,電腦及週邊設備業,
3213,茂訊,電腦及週邊設備業,
3217,優群,電子零組件業,
3218,大學光,生技醫療業,
3219,倚強科,其他電子類,
3221,台嘉碩,通信網路業,
3224,三顧,電子通路業,
3226,龍鋒,電機機械,
3227,原相,半導體業,
3228,金麗科,半導體業,
3229,晟鈦,電子工業,
3168,眾福科,電子工業,
3229,晟鈦,電子零組件業,
3168,眾福科,光電業,
3164,景岳,生技醫療業,
3105,穩懋,半導體業,
3114,好德,電子零組件業,
3115,富榮綱,電子零組件業,
3117,年程,電子零組件業,
3118,進階,生技醫療業,
3122,笙泉,半導體業,
3128,昇銳,光電業,
3130,一零四,數位雲端,
3131,弘塑,半導體業,
3135,凌航,半導體業,
3135,凌航,電子工業,
3138,耀登,通信網路業,
3138,耀登,電子工業,
3005,神基,電子工業,
3147,大綜,資訊服務業,
3149,正達,光電業,
3149,正達,電子工業,
3150,鈺寶-創,創新板股票,
3150,鈺寶-創,半導體業,
3150,鈺寶-創,電子工業,
3152,璟德,通信網路業,
3158,嘉實,資訊服務業,
3162,精確,電機機械,
3163,波若威,通信網路業,
3164,景岳,化學生技醫療,
3167,大量,電機機械,
3230,錦明,光電業,
3231,緯創,電子工業,
3231,緯創,電腦及週邊設備業,
3308,聯德,電子零組件業,
3310,佳穎,電子零組件業,
3311,閎暉,通信網路業,
3311,閎暉,電子工業,
3312,弘憶股,電子工業,
3312,弘憶股,電子通路業,
3313,斐成,建材營造,
3317,尼克森,半導體業,
3321,同泰,電子工業,
3321,同泰,電子零組件業,
3322,建舜電,電子零組件業,
3323,加百裕,電腦及週邊設備業,
3324,雙鴻,其他電子類,
3325,旭品,電腦及週邊設備業,
3332,幸康,電子零組件業,
3338,泰碩,電子工業,
3338,泰碩,電子零組件業,
3339,泰谷,光電業,
3346,麗清,汽車工業,
3349,寶德,電腦及週邊設備業,
3354,律勝,電子零組件業,
3356,奇偶,光電業,
3356,奇偶,電子工業,
3357,臺慶科,電子零組件業,
3360,尚立,電子通路業,
3308,聯德,電子工業,
3306,鼎天,通信網路業,
3305,昇貿,電子工業,
3305,昇貿,其他電子業,
3232,昱捷,電子通路業,
3234,光環,通信網路業,
3236,千如,電子零組件業,
3252,海灣,觀光餐旅,
3257,虹冠電,半導體業,
3257,虹冠電,電子工業,
3259,鑫創,半導體業,
3260,威剛,半導體業,
3264,欣銓,半導體業,
3265,台星科,半導體業,
3266,昇陽,建材營造,
3268,海德威,半導體業,
3097,拍檔,電腦及週邊設備業,
3272,東碩,電腦及週邊設備業,
3284,太普高,其他,
3285,微端,其他電子類,
3287,廣寰科,電腦及週邊設備業,
3288,點晶,電子零組件業,
3289,宜特,其他電子類,
3290,東浦,電子零組件業,
3293,鈊象,文化創意業,
3294,英濟,電子零組件業,
3296,勝德,電子工業,
3296,勝德,電子零組件業,
3297,杭特,光電業,
3303,岱稜,其他電子類,
3276,宇環,電子零組件業,
3095,及成,通信網路業,
3141,晶宏,半導體業,
3094,聯傑,半導體業,
3024,憶聲,電子工業,
3025,星通,通信網路業,
3025,星通,電子工業,
3026,禾伸堂,電子工業,
3026,禾伸堂,電子零組件業,
3027,盛達,通信網路業,
3027,盛達,電子工業,
3028,增你強,電子工業,
3028,增你強,電子通路業,
3029,零壹,資訊服務業,
3029,零壹,電子工業,
3094,聯傑,電子工業,
3030,德律,電子工業,
3031,佰鴻,光電業,
3031,佰鴻,電子工業,
3032,偉訓,電子工業,
3032,偉訓,電子零組件業,
3033,威健,電子工業,
3033,威健,電子通路業,
3034,聯詠,半導體業,
3034,聯詠,電子工業,
3035,智原,半導體業,
3035,智原,電子工業,
3036,文曄,電子工業,
3036,文曄,電子通路業,
3024,憶聲,光電業,
3037,欣興,電子工業,
3023,信邦,電子零組件業,
3022,威強電,電腦及週邊設備業,
3006,晶豪科,半導體業,
3006,晶豪科,電子工業,
3008,大立光,光電業,
3008,大立光,電子工業,
3010,華立,電子工業,
3010,華立,電子通路業,
3011,今皓,電子工業,
3011,今皓,電子零組件業,
3013,晟銘電,電子工業,
3013,晟銘電,電腦及週邊設備業,
3014,聯陽,半導體業,
3014,聯陽,電子工業,
3015,全漢,電子工業,
3015,全漢,電子零組件業,
3016,嘉晶,半導體業,
3016,嘉晶,電子工業,
3017,奇鋐,電子工業,
3017,奇鋐,電腦及週邊設備業,
3018,隆銘綠能,其他電子業,
3018,隆銘綠能,電子工業,
3019,亞光,光電業,
3019,亞光,電子工業,
3021,鴻名,電子工業,
3021,鴻名,電子零組件業,
3022,威強電,電子工業,
3023,信邦,電子工業,
3037,欣興,電子零組件業,
3030,德律,其他電子業,
3038,全台,電子工業,
3057,喬鼎,電腦及週邊設備業,
3058,立德,電子工業,
3058,立德,電子零組件業,
3059,華晶科,光電業,
3059,華晶科,電子工業,
3060,銘異,電子工業,
3060,銘異,電腦及週邊設備業,
3062,建漢,通信網路業,
3062,建漢,電子工業,
3064,泰偉,文化創意業,
3066,李洲,光電業,
3067,全域,居家生活類,
3038,全台,光電業,
3073,天方能源,綠能環保類,
3078,僑威,電子零組件業,
3081,聯亞,通信網路業,
3083,網龍,文化創意業,
3085,新零售,數位雲端類,
3086,華義*,文化創意業,
3088,艾訊,電腦及週邊設備業,
3090,日電貿,電子工業,
3090,日電貿,電子零組件業,
3092,鴻碩,電子工業,
3092,鴻碩,電子零組件業,
3093,港建*,其他電子類,
3057,喬鼎,電子工業,
3056,富華新,建材營造,
3071,協禧,電腦及週邊設備業,
3055,蔚華科,電子工業,
3055,蔚華科,電子通路業,
3040,遠見,其他,
3041,揚智,半導體業,
3041,揚智,電子工業,
3042,晶技,電子工業,
3042,晶技,電子零組件業,
3043,科風,其他電子業,
3044,健鼎,電子工業,
3044,健鼎,電子零組件業,
3045,台灣大,通信網路業,
3045,台灣大,電子工業,
3046,建碁,電子工業,
3046,建碁,電腦及週邊設備業,
3043,科風,電子工業,
3047,訊舟,電子工業,
3054,立萬利,食品工業,
3047,訊舟,通信網路業,
3052,夆典,建材營造,
3051,力特,電子工業,
3051,力特,光電業,
3050,鈺德,光電業,
3050,鈺德,電子工業,
3049,精金,光電業,
3048,益登,電子通路業,
3048,益登,電子工業,
3049,精金,電子工業,
OtherElectronic,其他電子類指數,Index,
OilGasElectricity,油電燃氣類指數,Index,
IronSteel,鋼鐵類指數,Index,
Optoelectronic,光電類指數,Index,
Other,其他類指數,Index,
PaperPulp,造紙類指數,Index,
TAIEX,加權指數,大盤,
Rubber,橡膠類指數,Index,
Semiconductor,半導體類指數,Index,
ShippingTransportation,航運業類指數,Index,
Textiles,紡織纖維類指數,Index,
InformationService,資訊服務類指數,Index,
Tourism,觀光事業類指數,Index,
Plastics,塑膠類指數,Index,
GlassCeramic,玻璃陶瓷類指數,Index,
BuildingMaterialConstruction,建材營造類指數,Index,
FinancialInsurance,金融保險類指數,Index,
ElectronicProductsDistribution,電子通路類指數,Index,
ElectronicPartsComponents,電子零組件類指數,Index,
Electronic,電子類指數,Index,
ElectricMachinery,電機機械類指數,Index,
ElectricalCable,電器電纜類指數,Index,
ComputerPeripheralEquipment,電腦及週邊設備類指數,Index,
CommunicationsInternet,通信網路類指數,Index,
ChemicalBiotechnologyMedicalCare,化學生技醫療類指數,Index,
Chemical,化學類指數,Index,
Cement,水泥類指數,Index,
BiotechnologyMedicalCare,生技醫療類指數,Index,
Automobile,汽車類指數,Index,
TPEx,櫃買指數,大盤,
Food,食品類指數,Index,
TradingConsumersGoods,貿易百貨類指數,Index,
